# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed May  1 10:42:52 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.00000 0.5928860307 2.3162331581    0.593 -0.077  3.5936  3.614    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.962 5.474 6.382 4.538
0.0152 0.01508 6.00000 0.6000000238 2.3211214542    0.600 -0.067  3.5953  3.616    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.937 5.437 6.335 4.507
0.0152 0.01508 6.00000 0.6135630608 2.3300809860    0.613 -0.051  3.5978  3.620    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.23e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.898 5.378 6.259 4.457
0.0152 0.01508 6.00000 0.6360216737 2.3439548016    0.636 -0.024  3.6023  3.627    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.831 5.278 6.132 4.373
0.0152 0.01508 6.00000 0.6499999762 2.3520355225    0.650 -0.008  3.6052  3.631    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.789 5.216 6.053 4.321
0.0152 0.01508 6.00000 0.6630716920 2.3592386246    0.663  0.008  3.6075  3.634    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.751 5.162 5.985 4.274
0.0152 0.01508 6.00000 0.6878328323 2.3720240593    0.688  0.037  3.6122  3.639    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.53e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.678 5.057 5.855 4.186
0.0152 0.01508 6.00000 0.7000000477 2.3779268265    0.700  0.051  3.6145  3.642    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.642 5.006 5.792 4.142
0.0152 0.01508 6.00000 0.7315324545 2.3921790123    0.732  0.100  3.6271  3.662    0  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-13      0.00 7.092e-01 2.755e-01 2.723e-03 7.402e-04 6.720e-03 -1.000 1.527e-02 4.519 4.807 5.530 3.981
0.0152 0.01508 6.00000 0.7500000000 2.3998889923    0.750  0.131  3.6347  3.673    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.443 4.687 5.376 3.883
0.0152 0.01508 6.00000 0.7839070559 2.4129633904    0.784  0.161  3.6385  3.677    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.02e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.367 4.589 5.260 3.797
0.0152 0.01508 6.00000 0.8000000119 2.4187245369    0.800  0.175  3.6403  3.679    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.332 4.544 5.208 3.757
0.0152 0.01508 6.00000 0.8314546943 2.4292480946    0.831  0.201  3.6436  3.683    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.19e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.267 4.462 5.113 3.685
0.0152 0.01508 6.00000 0.8500000238 2.4350347519    0.850  0.218  3.6455  3.684    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.226 4.412 5.055 3.640
0.0152 0.01508 6.00000 0.8720743656 2.4415550232    0.872  0.236  3.6476  3.685    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-13      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.181 4.357 4.991 3.590
